,ticker,trade_entered,ema_10_enter_date,ema_10_enter_price,ema_10_exit_date,ema_10_exit_price,ema_10_second_exit_date,ema_10_second_exit_price,ema_10_first_exit_profit,ema_10_second_exit_profit,target_price,second_target_price,stoploss
0,UPS,False,2026-02-04,0.0,2026-02-04,0.0,2026-02-04,0.0,0.0,0.0,121.75,130.8300018310547,103.58999633789062
1,MU,True,2025-12-18,248.4496307373047,2026-01-06,343.42999267578125,2026-01-22,397.5799865722656,38.22922242090307,60.02438216245215,328.43729854053504,396.3998355265353,192.5122245685346
2,WDC,False,2025-10-29,0.0,2025-10-29,0.0,2025-10-29,0.0,0.0,0.0,162.14961739095946,187.00962721527694,112.42959774232448
3,ANET,False,2025-10-29,0.0,2025-10-29,0.0,2025-10-29,0.0,0.0,0.0,188.5699920654297,214.45999145507812,136.7899932861328
4,INCY,True,2025-10-14,85.95999908447266,2025-11-03,101.56999969482422,2025-11-04,102.91999816894531,18.15961002397366,19.730106171599783,94.88999938964844,101.79000091552734,81.08999633789062
5,SHOP,True,2025-10-15,156.2100067138672,2025-10-28,178.9600067138672,2025-11-04,161.13999938964844,14.563727688503084,3.156003113687595,178.51998901367188,198.0299835205078,139.5
6,IBKR,True,2025-10-13,70.4332275390625,2025-11-21,59.86624892872048,2025-09-26,0.0,-15.002831730920663,-100.0,75.93297039829123,83.96633113307661,59.86624892872048
7,RTX,True,2025-10-20,160.07733154296875,2025-10-21,172.35877990722656,2025-12-15,182.11000061035156,7.672197084920275,13.763765834307836,171.2332349124727,181.8413141332453,150.01707647092752
8,LHX,False,2025-09-11,0.0,2025-09-11,0.0,2025-09-11,0.0,0.0,0.0,288.77131435044623,299.413857871474,267.48622730839065
9,COF,True,2025-09-04,225.46253967285156,2025-10-10,202.307950934419,2025-08-26,0.0,-10.269816339348477,-100.0,259.5736985809501,288.20657240421565,202.307950934419
10,HAS,True,2025-09-04,79.65986633300781,2025-09-19,72.54014803255251,2025-08-13,0.0,-8.937647812126922,-100.0,82.30250782474641,87.18368772084337,72.54014803255251
11,QQQ,True,2025-08-22,570.5725708007812,2025-09-19,597.8856201171875,2025-10-27,627.2818603515625,4.786954493461404,9.939014325766044,596.1199811943166,619.0138932012304,550.3321571804888
12,LRCX,True,2025-08-25,100.91426086425781,2025-09-11,115.16262817382812,2025-09-18,125.86384582519531,14.119280255875957,24.72354724422724,113.82744165554911,125.43535759105039,90.61160978454654
13,BEN,True,2025-08-22,24.7033748626709,2025-10-01,22.22233581664427,2025-08-12,0.0,-10.043320233850753,-100.0,27.126040431363204,29.57789273872267,22.22233581664427
14,GS,True,2025-08-22,734.2993774414062,2025-09-11,780.85888671875,2025-11-12,834.831298828125,6.340671217722636,13.690862947073757,773.7119708102302,817.0935104778164,686.948891475058
15,MS,True,2025-08-18,143.11497497558594,2025-09-10,152.34756469726562,2025-10-24,161.97557067871094,6.451169574151608,13.17863187017462,152.21927294139874,161.93791884726943,132.78198112965737
16,PH,True,2025-08-18,732.8700561523438,2025-11-06,832.3500366210938,2025-11-11,857.9299926757812,13.574027159880417,17.064408004335345,795.0672619958863,848.1559561209293,688.8898737458002
17,VST,True,2025-07-28,195.39691162109375,2025-09-05,180.7531022031825,2025-07-23,0.0,-7.494391439670231,-100.0,218.75914490974162,237.7621662630212,180.7531022031825
18,AZO,True,2025-06-20,3655.330078125,2025-12-10,3433.64990234375,2025-05-19,0.0,-6.064573404953917,-100.0,4399.97021484375,4883.13037109375,3433.64990234375
