,ticker,current_up_trend,current_trend_length,last_trend_length,second_last_trend_length,current_jump_trender_up,last_jump_trender_up,second_last_jump_trender_up,current_trender_up_price,last_trender_up_price,second_last_trender_up_price,current_price,1M,3M,6M,1Y
30,CTSH,True,64,78,4,43,0,2,81.91291029779215,0.0,76.27707565455354,82.05999755859375,-2.4720725530580236,14.965812538619822,15.364573752706262,2.7059338496878267
34,CSGP,False,119,47,24,0,33,0,0.0,91.26566967368528,0.0,61.5,-9.372237773574952,-12.77833195753205,-35.39237480547809,-18.70456211562451
42,EA,True,87,2,36,51,0,15,203.70824574142898,0.0,167.4436845179158,203.9199981689453,-0.21042716991771826,1.9534496456450172,33.999740705843614,74.9755554554672
71,NFLX,False,69,10,19,0,4,0,0.0,117.75870061128927,0.0,83.48999786376953,-10.97248992265821,-24.128281653275597,-27.988618159669524,-14.64499741357955
80,PYPL,False,76,5,48,0,3,0,0.0,69.0784075452633,0.0,52.689998626708984,-10.846023710506426,-24.208085529111397,-23.194008935993928,-40.500445502492525
85,ROP,False,68,11,26,0,1,0,0.0,496.60310461396256,0.0,371.2300109863281,-17.350140517734967,-16.64638980082442,-32.30228113224726,-31.184134125390795
95,TRI,False,64,10,49,0,8,0,0.0,155.9807540419738,0.0,110.62999725341797,-16.70682792287017,-27.301704872243874,-44.50467289147345,-32.72870878324306
101,WDAY,False,58,36,1,0,13,0,0.0,230.77432998218723,0.0,175.6300048828125,-19.03839449932347,-24.087999472906976,-23.432731212757727,-33.82441261422388
103,ZS,False,53,15,12,0,7,0,0.0,315.9215262231083,0.0,200.00999450683594,-12.052591629055897,-37.683823581846795,-29.958679010775626,-0.8034569938725705
128,AME,True,71,17,39,50,0,18,216.18835853456585,0.0,184.307856114992,223.97999572753906,8.187217817796363,21.792201699709757,21.555742597264036,23.541399605627063
148,BDX,True,55,10,19,26,0,5,198.34987761914093,0.0,184.2247951863355,203.47999572753906,4.007358598624822,12.707975255618468,15.39941987307268,-15.803099975439114
159,BMY,True,63,2,19,36,0,5,53.78860014859994,0.0,42.41863273986931,55.04999923706055,2.7496059231395082,30.752503668828112,30.376632460368956,-2.064427248311444
206,CTVA,True,57,42,12,33,0,5,70.31700894689186,0.0,71.65602182065015,72.80000305175781,8.059967468906283,15.498010960400709,1.4449947714914242,13.14908209367332
210,CMI,True,64,13,73,39,0,48,559.8649586209226,0.0,421.78976149057735,578.8200073242188,12.696408526407529,31.740760932644296,58.936867532959866,66.77095507690706
214,DVA,False,63,2,58,0,0,0,0.0,125.34466659684325,0.0,109.33999633789062,-3.9360423202824126,-13.606195917261097,-22.105862975482452,-37.07775010095985
226,DOV,True,71,33,7,38,0,4,199.63820372612452,0.0,175.11138828209647,201.49000549316406,1.875825026173244,11.75570000787927,11.866270963623096,3.2382467326148086
231,DD,True,65,12,6,36,0,2,42.78101430708602,0.0,32.05679742190827,43.91999816894531,7.964596458858191,28.41262233974387,47.51595999705823,40.214237366077285
255,EXPD,True,62,30,31,39,0,19,157.89559337234172,0.0,120.71191068485089,160.5399932861328,6.941112781685875,37.26793960948535,38.83854708395674,42.16608536276228
262,FDX,True,66,11,34,45,0,14,304.5061053104058,0.0,233.7682692312835,322.25,10.716004501830364,29.747532358127682,45.857702834224405,19.928303020817882
290,HAS,True,68,32,18,30,0,10,86.40488592217437,0.0,78.1289107796654,89.30999755859375,8.031933635802027,15.62313505735603,20.988534757987583,58.62386610272683
300,HST,True,58,5,6,23,0,3,18.092079229574505,0.0,15.859986640540761,18.530000686645508,3.288740997904787,15.827782564330986,21.56996394842911,18.333842476472228
306,HII,True,202,5,22,99,0,15,405.8569546896445,0.0,191.1105014795514,420.510009765625,22.963330094295014,41.533550821703194,52.207584999669166,123.11001021858974
361,MRK,True,55,6,24,32,0,11,106.55478759123538,0.0,84.60844993712229,110.2699966430664,3.969450482163934,28.45053116131888,43.76732770570831,16.417899507717383
387,NRG,False,55,9,5,0,3,0,0.0,164.59044488078308,0.0,152.6300048828125,-4.861926166594064,-14.273515099896079,-8.238319690760395,53.83172131414782
388,NUE,True,66,34,11,34,0,5,172.12801397854116,0.0,141.7802208972007,177.72000122070312,8.20749834187026,15.473661240413142,25.14826024691273,42.36354826817751
398,PH,True,68,26,25,36,0,13,912.6388959530301,0.0,744.8612412215267,935.8400268554688,5.290162141241979,21.009998586501716,28.445449145989727,41.927084104702864
399,PAYC,False,126,7,29,0,4,0,0.0,227.28280308259394,0.0,134.75,-16.05407649299576,-27.564958766624176,-41.574123492036335,-34.268811296118955
451,STLD,True,118,21,29,45,0,18,169.71933848677702,0.0,129.71266334157315,179.57000732421875,5.30112508627976,10.170990980026868,41.69586530855781,41.03383868970823
476,TYL,False,119,8,15,0,4,0,0.0,565.3071000048424,0.0,369.3999938964844,-19.36786720813557,-22.71966654885264,-36.80717198589058,-39.184404236216444
493,VTRS,True,55,3,13,38,0,7,12.43629340195677,0.0,10.058544416437082,13.09000015258789,4.385966446634583,28.93782927578022,53.22939319380377,21.403991424683205
