,ticker,current_up_trend,current_trend_length,last_trend_length,second_last_trend_length,current_jump_trender_up,last_jump_trender_up,second_last_jump_trender_up,current_trender_up_price,last_trender_up_price,second_last_trender_up_price,current_price,1M,3M,6M,1Y
159,BMY,True,56,2,19,36,0,5,53.788600148599954,0.0,42.418632739870645,54.5,3.4015767840689097,26.50622775524986,16.41393673881876,1.7110736893783236
179,CNC,True,57,13,39,27,0,23,43.42561610745839,0.0,35.726900256330886,45.2599983215332,15.40029809494686,27.099122566081785,62.28038476878475,-27.29317538709526
210,CMI,True,57,13,73,35,0,48,552.9675672174309,0.0,421.7897614905773,582.0399780273438,16.266154303453526,41.193003766521564,64.4601950124434,62.05901248979393
212,DHR,True,78,27,19,36,0,9,229.42034107674482,0.0,202.5321790658997,242.0500030517578,8.038813905585059,16.31320396648611,27.857029900817437,2.186001197399425
214,DVA,False,56,2,58,0,0,0,0.0,125.34466659684325,0.0,106.30000305175781,-8.48041183359473,-16.98555211373845,-27.216706038625162,-36.05630441576895
226,DOV,True,64,33,7,34,0,4,198.02655831808926,0.0,175.11139021729275,208.5500030517578,6.365071281352231,23.806588442167676,10.654574777375759,8.10448274018318
231,DD,True,58,12,6,30,0,2,41.57284533793283,0.0,32.05679742735699,43.380001068115234,7.0846775252924985,28.729631376693497,35.10434469063111,36.72050959671754
255,EXPD,True,55,30,31,38,0,19,157.55065157324623,0.0,120.71191068485105,162.50999450683594,7.82244771141451,35.64122951436636,42.89013809296813,49.06192954998021
262,FDX,True,59,11,34,44,0,14,300.5417832244596,0.0,233.7682692313065,306.95001220703125,6.9065259915981,28.653240464994884,34.009687922792395,14.217654436718123
271,FOX,True,59,13,7,33,0,1,64.78668816100786,0.0,54.191383801994476,65.47000122070312,3.248701116934458,25.638074177449965,28.09277425272669,44.85477864842692
290,HAS,True,61,32,18,23,0,10,82.54272387601675,0.0,78.12891077967252,87.9000015258789,7.155922021132019,18.621068046120964,15.378793136375101,59.41403052190142
300,HST,True,51,5,6,19,0,3,17.86502146679864,0.0,15.859986653265336,18.68000030517578,3.1659670393915618,15.49083279648616,16.97327806095027,16.005287558365687
306,HII,True,195,5,22,94,0,15,387.65367773453033,0.0,191.11049511720117,422.67999267578125,31.010751101500766,48.56143362483116,67.99351235252301,113.56589021779271
388,NUE,True,59,34,11,30,0,5,167.4879658886653,0.0,141.78023080289643,180.22999572753906,14.58183758700066,32.3801385964462,26.29784987202396,47.08709032182745
398,PH,True,61,26,25,34,0,13,909.1141519384811,0.0,744.8612670173022,945.2899780273438,8.910647471926607,28.01640679108172,31.681989261642478,42.5786189576636
399,PAYC,False,119,7,29,0,4,0,0.0,227.2827982419861,0.0,149.17999267578125,-9.208207113153334,-25.64233731974846,-35.79166273984145,-28.172616821269518
451,STLD,True,111,21,29,43,0,18,167.66629510327638,0.0,129.71266334157318,179.8300018310547,3.3092367196662433,23.295918431398807,36.879106763212924,44.98702258921413
476,TYL,False,112,8,15,0,4,0,0.0,565.3071000048424,0.0,434.3299865722656,-4.630895927636983,-14.878983523318839,-23.124712098309622,-23.71208727191953
484,UPS,True,63,7,5,32,0,3,103.90251739789797,0.0,82.25657995616142,108.4800033569336,6.269593858815845,26.988608555426076,11.182623636958912,-10.632696422684667
